reviews.text,processed_text,reviews.rating
Great mixed or on the Rocks!,great mixed rock,5.0
One of my go-to chardonnay wines for every-day enjoyment. Sam's has this well priced.,one goto chardonnay wine everyday enjoyment sam well priced,4.0
This is my all time favorite wine. But i can not find it all the time. And only in one store. Would be great to be able to buy more than one at a time too. Hard to find the bigger bottle more than once a month. And rare in Blackberry most are Concord. ( good too!). I would love to be able to find this item in all of my local walmarts!!,time favorite wine find time one store would great able buy one time hard find bigger bottle month rare blackberry concord good would love able find item local walmarts,5.0
The whipped creme flavored vodka is fabulous. I keep it in the freezer and have a snifter of it when I want something smooth after dinner or as a night cap. Love it!,whipped creme flavored vodka fabulous keep freezer snifter want something smooth dinner night cap love,5.0
"I love this vodka, I have been drinking vodka for many years, and this is by far one of the best, and my favorite vodka. I drink it regularly, usually with grape juice, but also with orange juice. We use it to make daiquiris, and many other frozen concoctions.",love vodka drinking vodka many year far one best favorite vodka drink regularly usually grape juice also orange juice use make daiquiri many frozen concoction,5.0
with real coconut water or on the rocks .,real coconut water rock,2.0
Hard to find. Love it,hard find love,5.0
A sweet smooth taste in every drop.,sweet smooth taste every drop,5.0
It's delish! The only suggestion I have is to sell a bigger bottle with a handle.,delish suggestion sell bigger bottle handle,5.0
I love everything about Jim Beam Apple... The taste is great and it goes down smooth! It's one of the best drinks out there with or without any added mixes....,love everything jim beam apple taste great go smooth one best drink without added mix,5.0
"I was hesitant to buy Jim Beam Apple, after trying other apple whiskeys, but I was not disappointed! It's so smooth, light and fruity. Very good!",hesitant buy jim beam apple trying apple whiskey disappointed smooth light fruity very good,5.0
"Very smooth, but very sweet. I would like to know how much sugar is added...",very smooth very sweet would like know much sugar added,3.0
"I mix the Jim Beam apple with a little ginger ale, it is a great summer refreshment.",mix jim beam apple little ginger ale great summer refreshment,5.0
It makes the greatest apple bourbon martini,make greatest apple bourbon martini,5.0
Outstanding. Smooth. Easy to drink,outstanding smooth easy drink,5.0
The apple Jim Beam is the bomb it's smooth no chaser needed I am hooked.,apple jim beam bomb smooth chaser needed hooked,5.0
This is a great tasting refreshing drink,great tasting refreshing drink,5.0
Great Taste. Great color. This is the only mixer I'll use.,great taste great color mixer ill use,5.0
This margarita mixer is standard for mixing good drinks!,margarita mixer standard mixing good drink,5.0
If you mix per the directions it makes a great margarita.,mix per direction make great margarita,5.0
By far the best mix out there for classic Margaritas to enjoy during the summer months.,far best mix classic margarita enjoy summer month,5.0
Not too sweet or tart. Makes the best margarita we've had,sweet tart make best margarita weve,5.0
This is a wonderful change of pace if you like Margaritas. You will not be sorry you've given it a try!,wonderful change pace like margarita sorry youve given try,5.0
I bought this for an afternoon with friends and it was super refreshing. Really liked the quality of the mix.,bought afternoon friend super refreshing really liked quality mix,5.0
Make sure you use crushed ice. Little to sweet on the rocks.,make sure use crushed ice little sweet rock,5.0
New flavor same great product,new flavor great product,5.0
Pretty good for a quickie,pretty good quickie,3.0
Not as tasty as fresh made but still tasty and very convenient to have in your pantry especially with the holidays coming up.,tasty fresh made still tasty very convenient pantry especially holiday coming,4.0
Cheapest price on the internet and with free shipping you can't go wrong.,cheapest price internet free shipping cant go wrong,5.0
"Great price for a great beer, ordered online, then picked it right up!",great price great beer ordered online picked right,5.0
"I usually make my own cosmos, but thought is would be quicker to use a mix. Bad Idea. This particular flavor was soooo sweet. I had to keep adding lime to it to temper the sicky-sweetness. If you like sweet then this is for you. Does not taste like a true cosmo with their recipe.",usually make cosmos thought would quicker use mix bad idea particular flavor soooo sweet keep adding lime temper sickysweetness like sweet taste like true cosmo recipe,2.0
Lucky,lucky,5.0
Tasty and convenient to have on hand. Not as good as fresh juice but still pretty good.,tasty convenient hand good fresh juice still pretty good,4.0
"This chalk is nice and sturdy, even for a rowdy 2 year old!",chalk nice sturdy even rowdy year old,3.0
These chalk are cheap but I guess you get what you pay for because they don't write well. :-/,chalk cheap guess get pay dont write well,1.0
"This is, BY FAR, the best tasting Mango Margarita Mix on the market. Perfect for on the rocks. All other brands are thick......almost like a puree, which is not good for a margarita on the rocks. That stuff is more for frozen daiquiris. This is the same consistency as any regular margarita mix. Perfect.",far best tasting mango margarita mix market perfect rock brand thickalmost like puree good margarita rock stuff frozen daiquiri consistency regular margarita mix perfect,5.0
We love it but can't seem to find anywhere my wife was tickled to death to find it.,love cant seem find anywhere wife tickled death find,5.0
"I really enjoyed its taste and price, best mixer I have ever tasted.",really enjoyed taste price best mixer ever tasted,5.0
I'm hooked on the Mango flavor of Master of Mixes. I love to put the mix in a blender and mix it with ice for a cold smoothie summer drink. I love the Strawberry flavor too. Anyone who like Icy's would love the Mango flavor of Master of Mixes as well as the other flavors also.,im hooked mango flavor master mix love put mix blender mix ice cold smoothie summer drink love strawberry flavor anyone like icys would love mango flavor master mix well flavor also,5.0
"This is a great supplement to non alcoholic drinks, i.e. green tea. My store quit having it available, however, I found it online here. Great for entertaining and adding to punch. A little goes a long way.",great supplement non alcoholic drink ie green tea store quit available however found online great entertaining adding punch little go long way,5.0
Very good product! A little disappointed in the price! Much higher than in the store!,very good product little disappointed price much higher store,5.0
This product makes the best frozen mango drinks. My WalMart in Knoxville used to carry this item however they have not had it in stock this entire year so now I have to order online.,product make best frozen mango drink walmart knoxville used carry item however stock entire year order online,0.0
Good stuff...a little goes a long way....,good stuffa little go long way,0.0
"Very good, not too sweet. My new favorite drink mix.",very good sweet new favorite drink mix,0.0
Very good product! A little disappointed in the price! Much higher than in the store!,very good product little disappointed price much higher store,0.0
"This is a great supplement to non alcoholic drinks, i.e. green tea. My store quit having it available, however, I found it online here. Great for entertaining and adding to punch. A little goes a long way.",great supplement non alcoholic drink ie green tea store quit available however found online great entertaining adding punch little go long way,0.0
I'm hooked on the Mango flavor of Master of Mixes. I love to put the mix in a blender and mix it with ice for a cold smoothie summer drink. I love the Strawberry flavor too. Anyone who like Icy's would love the Mango flavor of Master of Mixes as well as the other flavors also.,im hooked mango flavor master mix love put mix blender mix ice cold smoothie summer drink love strawberry flavor anyone like icys would love mango flavor master mix well flavor also,0.0
"I really enjoyed its taste and price, best mixer I have ever tasted.",really enjoyed taste price best mixer ever tasted,0.0
Nice to have shopping payment options with great prices,nice shopping payment option great price,5.0
Pretty good app. Linked me to my other apps no punching in all your info over and over. Quick n easy!!,pretty good app linked apps punching info quick n easy,5.0
Easy process,easy process,5.0
Was alright not much detail about item,alright much detail item,5.0
Ease of use website.,ease use website,5.0
I like that I could use my Amazon account.,like could use amazon account,5.0
great,great,5.0
easy to use,easy use,5.0
quick and easy!!!!,quick easy,4.0
It was very easy. I am looking forward to seeing it. It's for my granddaughters truck.,very easy looking forward seeing granddaughter truck,5.0
Very easy. Tried O'Reilly's and that was a pain. I'm ordering from Australia.,very easy tried oreillys pain im ordering australia,5.0
Quick and easy.,quick easy,5.0
really helps get my digestion going in the mornings,really help get digestion going morning,5.0
These were prefect additions to small stalking stuffer Christmas gifts for fellow nurse's at work! Just add a nip of choice!!,prefect addition small stalking stuffer christmas gift fellow nurse work add nip choice,5.0
"I haven't tried the product yet. I bought these as part of some end of year gifts we are doing for our teachers. I'm planning on setting them out and teachers can choose the one that they want. I didn't realize that each bottle is not individually labeled. Instead, the labeling of the flavor and directions for mixing are on the outside of the box. Now, I have to make labels for each bottle before I give them out...",havent tried product yet bought part end year gift teacher im planning setting teacher choose one want didnt realize bottle individually labeled instead labeling flavor direction mixing outside box make label bottle give,3.0
"I haven't tried the product yet. I bought these as part of some end of year gifts we are doing for our teachers. I'm planning on setting them out and teachers can choose the one that they want. I didn't realize that each bottle is not individually labeled. Instead, the labeling of the flavor and directions for mixing are on the outside of the box. Now, I have to make labels for each bottle before I give them out...",havent tried product yet bought part end year gift teacher im planning setting teacher choose one want didnt realize bottle individually labeled instead labeling flavor direction mixing outside box make label bottle give,0.0
My hubby loves this and wants to always have it on hand when my girlfriends come over...yeah!,hubby love want always hand girlfriend come overyeah,5.0
Delicious!,delicious,5.0
"We have fallen in love with this bread! It reminds us of the great sourdough breads we used to buy in San Fransisco. It has the most incredible, rich, delicious sourdough flavor as well as the perfect texture. We stock up on it every time we can find it on the shelf at Walmart. But it's not always there! Please make this a regular item that is always in stock. There is no other bread that comes close to the quality of this one.",fallen love bread reminds u great sourdough bread used buy san fransisco incredible rich delicious sourdough flavor well perfect texture stock every time find shelf walmart always please make regular item always stock bread come close quality one,5.0
for the value its really good light and and just a little bitter sweet will buy again,value really good light little bitter sweet buy,5.0
They are as good as Pillsbury but cheaper,good pillsbury cheaper,4.0
They work perfectly for my homemade donuts!,work perfectly homemade donut,5.0
Good,good,4.0
Taste great cooks simple also awesome on apple dumping,taste great cook simple also awesome apple dumping,5.0
equilivant to pillsbury good product,equilivant pillsbury good product,4.0
GOOD AS NAME BRAND,good name brand,5.0
Very good! Used it to make cheese sticks!,very good used make cheese stick,4.0
Just as good as Pillsbury but better price,good pillsbury better price,5.0
just as good as the popular name brand.,good popular name brand,4.0
"They worked really well, but they don't come apart easily! Taste good though.",worked really well dont come apart easily taste good though,4.0
Very good and at a good price,very good good price,4.0
Taste good,taste good,4.0
Buy this item regularly,buy item regularly,5.0
Very good,very good,5.0
Very quick and easy to prepare and yet so yummy!,very quick easy prepare yet yummy,5.0
Good,good,5.0
Love to use it with Brie,love use brie,5.0
excellent,excellent,5.0
was good,good,5.0
Very difficult to separate into individual rolls .,very difficult separate individual roll,2.0
I recently made pigs in a blanket with the name brand and the great value brand. I couldn't tell the difference. I buy this product often and will continue to do so.,recently made pig blanket name brand great value brand couldnt tell difference buy product often continue,5.0
Not as good as pilsbury. The cressants did not come off easily. They stuck together,good pilsbury cressants come easily stuck together,2.0
Buy walmart brand products all the time. Compares to brand name products.,buy walmart brand product time compare brand name product,5.0
the dough stuck together and only made 6 somewhat triangles. Won't buy this again . Sticking with Pillsbury,dough stuck together made somewhat triangle wont buy sticking pillsbury,1.0
I purchase these all the time. Never had a problem with them.,purchase time never problem,5.0
"these are very tasty rolls. I was a little surprise as how good, considering the price!",very tasty roll little surprise good considering price,5.0
These are so delicious! Easy to bake.,delicious easy bake,5.0
These crescent rolls baked up flaky and buttery just as I hoped! Served with Dinner no leftovers,crescent roll baked flaky buttery hoped served dinner leftover,4.0
"My husband who is picking like them, so that says it all.",husband picking like say,4.0
It's a bit stickier than the brand name item. I believe it's worth the price to go with the Walmart brand.,bit stickier brand name item believe worth price go walmart brand,4.0
"This product is great, cooks just as well if not better than name brands. The only kind I purchase now!",product great cook well better name brand kind purchase,5.0
"Wonderful crescent rolls, excellent taste. These are my new favorite rolls.",wonderful crescent roll excellent taste new favorite roll,5.0
"they are as good as the name brand product, taste the same, but cost a lot less",good name brand product taste cost lot le,4.0
The dough was not was to unroll or separate.,dough unroll separate,1.0
These crescent rolls are just the same as the expensive ones!,crescent roll expensive one,5.0
This is chemicals.,chemical,1.0
ok for replacement but still not as good on brand name product,ok replacement still good brand name product,2.0
I used this for a crust and it was wonderful...,used crust wonderful,5.0
"Actually, the Great Value crescent rolls in my area's Walmarts come in a white package with black and blue writing ... plus a picture of a couple beautiful crescent rolls. Nonetheless, I expect my experience with this brand and product is applicable. I bought 2 dozen of the various types -- flaky butter, reduced fat, and standard -- and all had the same problems to some degree. Although I was using the rolls up to 3 weeks prior to the 30JUN13 expiration date on the end-cap of the packages, the dough in many packages was so dry (old poorly stored) that it would stick to the packaging. And it was impossible to unroll the dough.. I had to pry off chunks ... and then try to put the chunks together like a jigsaw puzzle into some Frankenrolls. The other reviews say the SAME THING ... going back as far as 2009. And now I'm extending that same complaint to mid-2013. Why has Walmart continued to deal with the same supplier despite the same problem for AT LEAST 4 years My recommendation: Spend the extra 24 cents (or whatever) on the real thing: Pillsbury crescent rolls.",actually great value crescent roll area walmarts come white package black blue writing plus picture couple beautiful crescent roll nonetheless expect experience brand product applicable bought dozen various type flaky butter reduced fat standard problem degree although using roll week prior jun expiration date endcap package dough many package dry old poorly stored would stick packaging impossible unroll dough pry chunk try put chunk together like jigsaw puzzle frankenrolls review say thing going back far im extending complaint mid walmart continued deal supplier despite problem least year recommendation spend extra cent whatever real thing pillsbury crescent roll,1.0
"If I could give these crescent rolls less that a full star rating, I would! I would even give it a negative star. Of course, whenever you buy any pre made dough in a pop can, you expect a POP! Well, nothing happenedat first. I had to bang it on the counter to open, and when it did, it was more of a BANG than a pop, and dough shot out all over the place. The dough that was salvageable, in no way resembled a crescent. I had to form it into triangles by myself, of course the dough was so sticky that it was nearly impossible. The taste of the finished rolls did however taste the same as name brand rolls, but the measly few cents saved to purchase the great value brand was not worth the extra work, and mess to purchase. From now on, I know to go with a more reputable brand.",could give crescent roll le full star rating would would even give negative star course whenever buy pre made dough pop expect pop well nothing happenedat first bang counter open bang pop dough shot place dough salvageable way resembled crescent form triangle course dough sticky nearly impossible taste finished roll however taste name brand roll measly cent saved purchase great value brand worth extra work mess purchase know go reputable brand,1.0
"I bought three of these for the first time to make a new breakfast casserole. One package was opened right after taking them out of the fridge and was the bottom of the casserole. The second package was opened after everything was prepped and put into the casserole. It was useless and had to be thrown away. It was a ball of sticky, gooey, unshapable dough. Into the trash it went and my husband ran out to get another brand. We had one pack left that I just used this morning straight out of the fridge and the rolls were just as good as the name brand. My little ones even had seconds. I think that the fact that they were still really cold when I opened the package and put them on the cookie sheet really helped.",bought three first time make new breakfast casserole one package opened right taking fridge bottom casserole second package opened everything prepped put casserole useless thrown away ball sticky gooey unshapable dough trash went husband ran get another brand one pack left used morning straight fridge roll good name brand little one even second think fact still really cold opened package put cookie sheet really helped,4.0
This is a good product and it works as expected. I am not sure why so many reviews are there criticizing it. You are buying a dough and you got to mold it as you need.. not sure being flaky and all is a valid critic for this product... it holds shape as it should and bakes nicely...It tastes good and nice... This worked just as planned and I was able to make rolls as planned..!!!! Will recommend !!! Thank you walmart !!!,good product work expected sure many review criticizing buying dough got mold need sure flaky valid critic product hold shape bakes nicelyit taste good nice worked planned able make roll planned recommend thank walmart,5.0
"First off, I could not get the package open. Then, when I opened it, there was no way to roll out the crescent shapes to form actual crescents. I had to break off bits of dough, roll them in my hands, and make drop biscuits. Terrible!",first could get package open opened way roll crescent shape form actual crescent break bit dough roll hand make drop biscuit terrible,2.0
"These were terrible!!! It seems like they are just crammed into the packaging. There is no way to roll them out into triangles. It just comes out all smashed together and impossible to actually make crescent rolls out of them. I ended up having to roll it all out and make my own! Too much work! Next time I will be spending the extra 0.30 or so and going with Pillsbury!! Heck, I'd even pay 5.00 more to not deal with this garbage!",terrible seems like crammed packaging way roll triangle come smashed together impossible actually make crescent roll ended roll make much work next time spending extra going pillsbury heck id even pay deal garbage,1.0
"First, let's establish that the whole point of buying tube crescent rolls is that they come off in little triangles that can be rolled into crescents. Hence crescent rolls. These are no where in the vicinity of crescent rolls. The dough stuck together would not unroll. Where I needed triangles, I came out with sticky amorphous lumps of dough. It was 100 useless for the recipe I was making. I was severely disappointed and will never again purchase these.",first let establish whole point buying tube crescent roll come little triangle rolled crescent hence crescent roll vicinity crescent roll dough stuck together would unroll needed triangle came sticky amorphous lump dough useless recipe making severely disappointed never purchase,1.0
"The dough looked like it was crammed into the packaging. I could not use it without combining the dough to roll out and cut wedges myself. Then they came out hard and very small. It must've been at the end of the line and what was left over. This has happened more than once, will not purchase again. The savings is not worth it.",dough looked like crammed packaging could use without combining dough roll cut wedge came hard very small mustve end line left happened purchase saving worth,1.0
"Crescent rolls are something of an extra for us. We don't buy them real often because of the price but, Great Value crescents are so good and the price is reasonable that we don't have of splurge. I make rolls, use them for crusts, roll apple slices in them and slice them in long strips and sugar and cinnamon them. Just twist them and you hace a great and fast snack. Good eating.",crescent roll something extra u dont buy real often price great value crescent good price reasonable dont splurge make roll use crust roll apple slice slice long strip sugar cinnamon twist hace great fast snack good eating,5.0
These rolls were much smaller than Pillsbury's and much harder to get out of the can. They ripped and shredded making them just about worthless. I will not purchase again.,roll much smaller pillsburys much harder get ripped shredded making worthless purchase,1.0
"The crescent rolls taste good , but the last couple of times i purchased them they were so smashed together i had to build crescent rolls out of the pieces that i could separate.",crescent roll taste good last couple time purchased smashed together build crescent roll piece could separate,3.0
"Great item, just like the brand name stuff! Sad thing is sometimes, you can get the brand name even cheaper than the Wal-Mart brand.",great item like brand name stuff sad thing sometimes get brand name even cheaper walmart brand,4.0
"I like them a little undercooked, so I pull them out a minute early. I like the taste much better than Pillsbury crecents. Easy and fast to make, they make a great snack or roll for dinner.",like little undercooked pull minute early like taste much better pillsbury crecents easy fast make make great snack roll dinner,5.0
"Purchased these with a sell by date of January 2016. Opened them November 28, 2015 and they were shrunk to 1/2 can capacity and smelled bad. The container was undamaged prior to opening,",purchased sell date january opened november shrunk capacity smelled bad container undamaged prior opening,1.0
They were just as good as Pillsbury and I saved money,good pillsbury saved money,4.0
They fall apart when you get them out of package. They are different sizes too. They look like someone just threw them in the package when you open it unlike Pillsbury crescent rolls.,fall apart get package different size look like someone threw package open unlike pillsbury crescent roll,1.0
I tried making a breakfast star with the perforated rolls and even though it was good it was a little more difficult. This time I bought the seamless roll and they are as delicious and easier.,tried making breakfast star perforated roll even though good little difficult time bought seamless roll delicious easier,5.0
It was cheap and tasted good.,cheap tasted good,4.0
It was impossible to unroll this tube of rolls---they would not separate and I took them straight out of the fridge. I wound up rolling out the dough and slapping together my rolls very unhappy,impossible unroll tube rollsthey would separate took straight fridge wound rolling dough slapping together roll very unhappy,1.0
"This is a terrific product. Just a few drops in bourbon, straight up or mixed with agave nectar and lime make all the difference. Would order again!",terrific product drop bourbon straight mixed agave nectar lime make difference would order,5.0
"this was an excellent find! For a Merlot, It's a little on the lighter side as far as body, but the taste is great! it's great as an everyday wine and the price is fantastic! I have ordered one of every wine they sell to compare with the higher priced 6 week kits i normally get. I'll be submitting reviews on those wines once I taste them.",excellent find merlot little lighter side far body taste great great everyday wine price fantastic ordered one every wine sell compare higher priced week kit normally get ill submitting review wine taste,0.0
"easy to use, great price. Doesn't come with corks or labels though",easy use great price doesnt come cork label though,0.0
Great wine needs a little more ageing and I will be enjoying my Pinot Grigio for the summer.,great wine need little ageing enjoying pinot grigio summer,0.0
"Kit was delivered in 2 days and in great shape. Expiration date was July 2016. I started the kit 2 days ago and added one cup of medium toast american oak, half a can of frozen concentrate grape juice, and some blanched raisins with dates. I added water to 5.25 gallons and got a specific gravity of 1.095. It smells great, and fermentation is in high gear. I expect I will rack twice (week 2 6) and bulk age for several months before bottling. I am quite satisfied so far. Thanks to ABC Cork Co. and Amazon for this wonderful kit.",kit delivered day great shape expiration date july started kit day ago added one cup medium toast american oak half frozen concentrate grape juice blanched raisin date added water gallon got specific gravity smell great fermentation high gear expect rack twice week bulk age several month bottling quite satisfied far thanks abc cork co amazon wonderful kit,0.0
GREAT TASTE. I WAS REALLY HAPPY WITH THE TASTE AND THE TIME IT TOOK TO MAKE IT.,great taste really happy taste time took make,0.0
Very good kit. I recommend adding oak for a true Cab taste. I did 1 oz of Toasted Oak (French) and 1oz of American Oak.Needs to age longer than 4 weeks though. Bulk aging with Oak Recommended!,very good kit recommend adding oak true cab taste oz toasted oak french oz american oakneeds age longer week though bulk aging oak recommended,0.0
"I can't comment on the quality of the wine yet as I just received this kit.It does come with the grape concentrate and all the chemicals needed to make the wine.Unlike most other kits on the market it does NOT included corks, shrink wrap caps, or labels.",cant comment quality wine yet received kitit come grape concentrate chemical needed make wineunlike kit market included cork shrink wrap cap label,0.0
"I have made over 60 wine kits over the last 4 years. This kit performed as well as any of the other kits. I bought the Merlot Fontana Wine kit and added about a cup of oak chips and about 3/4 cup dried elderberries which I do with all my Merlots. At 4 weeks I stabilized and put in the clarifiers. As always, I tasted the wine to establish dryness and flavor at the 4 week mark. From my experience, I believe this will be one of my better Merlots. The oak added the dryness I was looking for, the elderberries gave it a nice fruity flavor and the base Merlot had a nice all around wine flavor. I expect to bottle and age this for no less than 6 months, at which time I believe it will be a very good tasting wine. Thanks to Fontana and Amazon for supplying us with a low cost, good tasting wine kit. Hoping they add more varietals at this price in the near future.",made wine kit last year kit performed well kit bought merlot fontana wine kit added cup oak chip cup dried elderberry merlot week stabilized put clarifiers always tasted wine establish dryness flavor week mark experience believe one better merlot oak added dryness looking elderberry gave nice fruity flavor base merlot nice around wine flavor expect bottle age le month time believe very good tasting wine thanks fontana amazon supplying u low cost good tasting wine kit hoping add varietal price near future,0.0
"This is an amazing mix...just add Rum, I usually add a little pineapple juice and a cherry... Mix it with crushed ice... Enjoy!!!",amazing mixjust add rum usually add little pineapple juice cherry mix crushed ice enjoy,5.0
"I was so happy to have located Mr Mrs T Mai Tai Mix at Wallmart on-line. It is nearly impossible to find it in NJ (grocery or liquor stores). Usually, I am not a fan of any bar drink mixes, particularly now sugary ones, but this one is a fabulous concoction! Not too sweet, the flavors are well balanced between sweet sour, with a touch of bitter almonds. Just excellent to drink as is or it is very simple to prepare an exotic cocktail by addiing Baccardi Rum garnish with Maraschino cherry and a sliver of pineapple (on a skewer). I have been impressing our guests with it the entire summer :) Had to even give up one bottle to my neigbors. We are hooked! Wallmart send the product promptly for a very reasonable SH charge. It arrived in good condition (product is shelf stable). I'll be ordering it again next season, or maybe earlier if we want to have a nice summer cocktail in the winter months!",happy located mr mr mai tai mix wallmart online nearly impossible find nj grocery liquor store usually fan bar drink mix particularly sugary one one fabulous concoction sweet flavor well balanced sweet sour touch bitter almond excellent drink very simple prepare exotic cocktail addiing baccardi rum garnish maraschino cherry sliver pineapple skewer impressing guest entire summer even give one bottle neigbors hooked wallmart send product promptly very reasonable sh charge arrived good condition product shelf stable ill ordering next season maybe earlier want nice summer cocktail winter month,5.0
I like to add a shot of light rum and a shot of spiced rum. It's a little sweeter than I would prefer but not bad at all for a premixed drink. It has been a hit at our pool parties.,like add shot light rum shot spiced rum little sweeter would prefer bad premixed drink hit pool party,4.0
"I've tried a number of different Mai Tai mixes and this is the best one by far. But it can be hard to find in stores. I'm glad I found it online so that I no longer have to worry about finding someplace that carries it. For my perfect Mai Tai, I use a combination of Trader Vic's dark and spiced rums, this mai tai mix, and a splash of orange juice.",ive tried number different mai tai mix best one far hard find store im glad found online longer worry finding someplace carry perfect mai tai use combination trader vics dark spiced rum mai tai mix splash orange juice,5.0
"I could no longer fine my usual brand, even on the company website so I started looking for a new Mai Tai mixer. Look it up, these are complicated to make from scratch. I kept seeing this brand so I decided to order it and was very pleasantly surprized. This mix is a little more pineapple than the last, but I like that.",could longer fine usual brand even company website started looking new mai tai mixer look complicated make scratch kept seeing brand decided order very pleasantly surprized mix little pineapple last like,5.0
Great valve and product excellent for those who enjoy 'experimenting with bacics and coming up with one to call your own.,great valve product excellent enjoy experimenting bacics coming one call,5.0
"Great taste, easy to use and has NO HIGH FRUCTOSE CORN SYRUP!!!",great taste easy use high fructose corn syrup,5.0
Apparently our area distributor stopped carrying this. We have tried other mixes but no other tastes this good. Thank you Walmart!!! Our summer porch-sitting is now complete.,apparently area distributor stopped carrying tried mix taste good thank walmart summer porchsitting complete,5.0
These were delicious! I wish they came in a 10-count tube. They are becoming my first-choice refrigerated biscuits.,delicious wish came count tube becoming firstchoice refrigerated biscuit,5.0
"I grew up loving Shasta, but I can never find their best flavors. It comes with lemon-lime, orange, grape, and fruit punch. My favorite is the punch and, in my opinion, the lemon-lime is better than most lemon-lime sodas. The grape and orange are just okay. It is nothing special, but it is a pretty good value. Also nice to have a variety of sodas handy on hot summer days, especially when having guests over.",grew loving shasta never find best flavor come lemonlime orange grape fruit punch favorite punch opinion lemonlime better lemonlime soda grape orange okay nothing special pretty good value also nice variety soda handy hot summer day especially guest,4.0
"We purchased these for an event at school and they were a big hit. Everyone loved the variety! It is nice to have something other than the big name, brown sodas. I remember Shasta from when I was a kid and it is still good. Great value for the money!",purchased event school big hit everyone loved variety nice something big name brown soda remember shasta kid still good great value money,5.0
It's really good for kids and they will love. It has a variety which is great.,really good kid love variety great,5.0
This is great for the kids variety and the price is right!,great kid variety price right,5.0
Easy and fast tasty.,easy fast tasty,5.0
My kids love these. Quick on the go breakfast for busy moms. No syrup required,kid love quick go breakfast busy mom syrup required,5.0
really nice,really nice,5.0
My child could eat one every day,child could eat one every day,5.0
"Taste great, quick to fix.",taste great quick fix,5.0
Kids love them.,kid love,5.0
The pancakes are a quick fix and my boys and Hubby love the taste!,pancake quick fix boy hubby love taste,5.0
These are great for an afternoon pick me up or a sweet treat after dinner that I don't have to feel back about!,great afternoon pick sweet treat dinner dont feel back,5.0
They have a good chocolate taste.,good chocolate taste,5.0
Good value for the item. My son loves it as a afternoon/evening small meal,good value item son love afternoonevening small meal,5.0
Quick and easy before school breakfast.,quick easy school breakfast,5.0
Taste Great portion,taste great portion,5.0
My Kids loved these,kid loved,5.0
kids love putting this in blender with fresh or frozen berries little sprite got a good slush or smoothy,kid love putting blender fresh frozen berry little sprite got good slush smoothy,5.0
"We don't like this brand as good as the Dailey's Brand, but it will do. We can't find the Dailey's anywhere, so we settled for this. We don't use it for alcohol, we use it to make smoothies with.",dont like brand good daileys brand cant find daileys anywhere settled dont use alcohol use make smoothy,3.0
Great smooth product,great smooth product,5.0
Great taste and great price!,great taste great price,5.0
"I use this item in my smoothies, I like it better than having to use juice, this with some yogurt and ice...very good",use item smoothy like better use juice yogurt icevery good,5.0
Favorite Mix if you enjoy making frozen drinks at home. Great flavor,favorite mix enjoy making frozen drink home great flavor,5.0
"I purchased for an Island Oasis machine, these work perfectly and taste great.",purchased island oasis machine work perfectly taste great,5.0
I love the taste,love taste,5.0
"Bloodmary Mix, The BEST product in the market! This review was collected as part of a promotion.",bloodmary mix best product market review collected part promotion,5.0
"Best Bloody Mary Mix to use in making Red Eye's. Product is great, but was not received in the best condition. Packing was terrible - every bottle has several dents and even bends in the neck of the bottle. This review was collected as part of a promotion.",best bloody mary mix use making red eye product great received best condition packing terrible every bottle several dent even bend neck bottle review collected part promotion,5.0
"Mr. Mrs. at its best! If you haven't tried it, you haven't lived. Walmart is the place to buy no matter what size your bank account is.",mr mr best havent tried havent lived walmart place buy matter size bank account,5.0
It's better than making a Bloody Mary from scratch - perfect every time!,better making bloody mary scratch perfect every time,5.0
excellent!,excellent,5.0
"I recently have begun enjoying margaritas. I havent done a lot of searching for different mix and am pretty sure that this one is a good bet. I like my margaritas on the rocks and this mix seems to really do the trick as far as flavor. The reason I had even picked up a bottle to try is because the local golf course uses this to mix their margaritas and so I thought it would be a good start for me. I didnt have to search long to find it and I actually paid a decent price for it. The container is easy to pour out of and is sturdy. I use Jose Cuervo to mix my margaritas, although I think any tequila would work. I dont shake mine yet because I still need to buy a shaker but I do give them a good mix. The overall taste of the mix is sweet and tart, but not overly powerful on those to senses. I recently mowed my lawn and had a cocktail as I did so, and the mix was just the right flavor to enjoy a nice summer day. I will definitely be purchasing more of this mix in the near future and maybe adding different fruit flavors to it to punch it up a notch, but dont get me wrong the flavor out of the bottle is very good.",recently begun enjoying margarita havent done lot searching different mix pretty sure one good bet like margarita rock mix seems really trick far flavor reason even picked bottle try local golf course us mix margarita thought would good start didnt search long find actually paid decent price container easy pour sturdy use jose cuervo mix margarita although think tequila would work dont shake mine yet still need buy shaker give good mix overall taste mix sweet tart overly powerful sens recently mowed lawn cocktail mix right flavor enjoy nice summer day definitely purchasing mix near future maybe adding different fruit flavor punch notch dont get wrong flavor bottle very good,5.0
"a little to sweet, does not taste like a margarita should",little sweet taste like margarita,2.0
This order arrived with three broken bottles and the bottles were 8 ounces rather than 12 ounces like shown in the website.,order arrived three broken bottle bottle ounce rather ounce like shown website,2.0
Very good in whiskey sours and long island ice tea. Cannot find in stores. This a great deal especially if get free shipping.,very good whiskey sour long island ice tea find store great deal especially get free shipping,5.0
